Port of Plymouth;GBPLY;-4.219919201219364 50.32848838331358,-4.254317766959698 50.41076434361199,-4.082724094883443 50.41076434361199,-4.082724094883443 50.31864953211243,-4.219919201219364 50.32848838331358
Port of Santo Domingo;DOSDQ;-69.9409904532256 18.438057732820983,-69.9409904532256 18.53062366040126,-69.82538026974912 18.53062366040126,-69.82538026974912 18.438057732820983,-69.9409904532256 18.438057732820983
Port of New London;USNLO;-72.10665074151827 41.34417656592905,-72.1032175139792 41.3748846802977,-72.07448476327829 41.37162131543394,-72.07448476327829 41.34855816647161,-72.08545663508745 41.34706362794648,-72.08613780010623 41.36167401092771,-72.08562281597538 41.36824457052651,-72.08715167380421 41.3730566543403,-72.09322777172918 41.37374904992316,-72.09348866098505 41.36949526298949,-72.08856770063927 41.36311808719881,-72.08805271650841 41.35723421182593,-72.09022709482292 41.35231625816382,-72.09078699345977 41.34633753836667,-72.10665074151827 41.34417656592905
Port of Oita;JPOIT;131.6289037970138 33.24549419770766,131.6182503683062 33.26667841631574,131.6290650350542 33.2754811859967,131.6686615909252 33.28366122388081,131.6954979931737 33.28394822883372,131.6944289826149 33.24549419770766,131.6289037970138 33.24549419770766
Port of Aden;YEADE;44.87466953247835 12.728529092794162,44.89766768015886 12.837122394123014,45.05508563965608 12.847385533549883,45.0586905285721 12.746109976273402,44.87466953247835 12.728529092794162
Port of Tonda;JPTND;131.7196900184045 34.05429815106523,131.7200333431229 34.07411220301162,131.7816025565535 34.07373303175174,131.7785126517683 34.04462645597968,131.7484187491341 34.04428553607008,131.7196900184045 34.05429815106523
Port of Magdalla;INMDA;72.70098663432468 21.12023913798086,72.70098663432468 21.16650780294782,72.75976125432618 21.16650780294782,72.75976125432618 21.12023913798086,72.70098663432468 21.12023913798086
Port of Douarnenez;FRDRZ;-4.351492767310212 48.08615006147775,-4.351492767310212 48.10342698298146,-4.318315704009188 48.10253727344033,-4.320758376425937 48.08615006147775,-4.351492767310212 48.08615006147775
Port of Toamasina;MGTOA;49.39398626935677 -18.17851278317187,49.40508703665352 -18.1214750687124,49.43970541259284 -18.12626064307393,49.43713049193853 -18.17242384234686,49.39398626935677 -18.17851278317187
Port of Levanger;NOLEV;11.23163523892539 63.729891025684,11.27327040672324 63.76590892481437,11.33026198387168 63.75680172033373,11.27693251784447 63.72064753061747,11.23163523892539 63.729891025684
Port of Tubarao;BRTUB;-40.24889320369765 -20.29692977175928,-40.25364250004712 -20.28450524681023,-40.23551076710645 -20.27273725541019,-40.2320989972395 -20.28732299080343,-40.24889320369765 -20.29692977175928
Port Annapolis;USANP;-76.49398284347582 38.95457032133405,-76.51669936743885 38.97272284807119,-76.48608642013596 39.0047453735103,-76.45925002836475 38.98499986099452,-76.48053603910695 38.95434783233455,-76.49398284347582 38.95457032133405
Hamilton Port;CAHAM;-79.90283905763327 43.2341233268741,-79.90283905763327 43.32635044497165,-79.75242027424639 43.32635044497165,-79.75242027424639 43.2341233268741,-79.90283905763327 43.2341233268741
ODDEN;DKODN;11.29729633331299 55.97559675095476,11.30349760055542 55.97444410463476,11.30056862831116 55.97174245523766,11.29750018119812 55.97191056337141,11.29729633331299 55.97559675095476
Porto di Terracina;ITTRC;13.24633370673513 41.27844610176165,13.24633370673513 41.2899777226572,13.264552628428351 41.2899777226572,13.264552628428351 41.27844610176165,13.24633370673513 41.27844610176165
Castletownbere Harbor;IECTB;-9.920088967938108 51.64285093444698,-9.921691137297222 51.66074384794535,-9.885985576129658 51.66273151201813,-9.888274390996564 51.64327704145529,-9.920088967938108 51.64285093444698
Port of Annaba;DZAAE;7.709167725240902 36.86413975724044,7.709167725240902 36.956467004778474,7.846174798485493 36.956467004778474,7.846174798485493 36.86413975724044,7.709167725240902 36.86413975724044
Port of Georgetown;GYGEO;-58.22929937437765 6.767217938661183,-58.22929937437765 6.859862619495689,-58.11884024140516 6.859862619495689,-58.11884024140516 6.767217938661183,-58.22929937437765 6.767217938661183
Port of Belem;BRBEL;-48.51773255608848 -1.465871914529714,-48.50491516978352 -1.433838713075929,-48.50125305866227 -1.396999988830501,-48.49301331256853 -1.372059145524474,-48.44456276136102 -1.371550640592474,-48.44456276136102 -1.464206728819448,-48.50010865122883 -1.480515517116842,-48.51773255608848 -1.465871914529714
Port of Allinge;DKAGE;14.802149485551768 55.277505862479586,14.79940290352052 55.27943694497648,14.802406977617197 55.2796569357574,14.804423998796397 55.27826364022522,14.802149485551768 55.277505862479586
Port of Cotonou;BJCOO;2.418274509468967 6.343378327157382,2.418102848092014 6.348667222284533,2.435051485480306 6.352134083018711,2.431682630957601 6.344478014738982,2.432834526359261 6.342407111849198,2.418274509468967 6.343378327157382
Port of Port Elizabeth;ZAPLZ;25.62997124729235 -33.97149385389351,25.62683728623184 -33.956226297663,25.64378884720596 -33.95458883109621,25.64602044510636 -33.96341653867821,25.62997124729235 -33.97149385389351
Port of Maputo;MZMPM;32.48170718611119 -26.01464010895984,32.48170718611119 -25.9221653752038,32.60363528097776 -25.9221653752038,32.60363528097776 -26.01464010895984,32.48170718611119 -26.01464010895984
Port of Khor Fakkan;AEKLF;56.36165502829755 25.33923559535677,56.34589794615096 25.35452941609641,56.34383800962751 25.37218665422003,56.35928753355331 25.38384470649522,56.37968662892744 25.35323669133113,56.36165502829755 25.33923559535677
Port of Suva;FJSUV;178.4185855186756 -18.13809548116642,178.4088008214989 -18.11215567252187,178.4378115955137 -18.11003463790719,178.4394733435276 -18.13730823462178,178.4185855186756 -18.13809548116642
Port of Cebu;PHCEB;123.889459891723 10.28805149369967,123.9242642359003 10.32740307707687,123.9583390192255 10.33550922989274,123.9727585748896 10.31929671527082,123.9351218179926 10.26921841971816,123.889459891723 10.28805149369967
Port of Benghazi;LYBEN;20.04551284586425 32.09215388372623,20.02748840128417 32.11556521066255,20.04980438028808 32.12545142157151,20.07521026407714 32.10756822733174,20.04551284586425 32.09215388372623
HAREID;NOHRI;6.052409618961017 62.33953547910212,5.997536721221659 62.39767312207564,6.020137280093829 62.39892580020722,6.105510211883436 62.3506369723049,6.052409618961017 62.33953547910212
Newlyn Harbour;GBNYL;-5.553876522631829 50.09920294712211,-5.554563165520301 50.11168090825853,-5.537397033063674 50.10470833207208,-5.536939268518684 50.09648673028485,-5.553876522631829 50.09920294712211
BOTAS;TRBOT;35.90211400208927 36.844604326176686,35.90211400208927 36.89076684407437,35.959130874341874 36.89076684407437,35.97058095354861 36.88268331915213,35.97058095354861 36.844604326176686,35.90211400208927 36.844604326176686
PONTIANAK;IDPNK;109.29147003526253 -0.026114116912138,109.29147003526253 0.020214313585249,109.34631250361048 0.020214313585249,109.34631250361048 -0.026114116912138,109.29147003526253 -0.026114116912138
SERPENTINA TERMINAL;GQSER;8.048390138706216 3.778907410763799,8.048390138706216 3.825233924726132,8.103352660871993 3.825233924726132,8.103352660871993 3.778907410763799,8.048390138706216 3.778907410763799
HAMPDEN;CAHMP;-56.87857922125339 49.51269592251074,-56.87857922125339 49.55875758442671,-56.7942395468448 49.55875758442671,-56.7942395468448 49.51269592251074,-56.87857922125339 49.51269592251074
SETE;FRSET;3.676896774663871 43.38449976681608,3.673692430706976 43.40761693971521,3.750825611164143 43.43537914281288,3.760896415437853 43.40794949901283,3.731370658601915 43.39198471500453,3.676896774663871 43.38449976681608
Port Cape Charles;USCCJ;-76.0275596572003 37.26859228464666,-76.01508559888795 37.28939952601112,-75.98927916490106 37.28680462624961,-76.00472868882684 37.25014779691125,-76.02744521802856 37.25552221702952,-76.0275596572003 37.26859228464666
Plaquemines Parish Port, Harbor and Terminal District;USPLQ;-89.83113831685212 29.60079385685938,-89.82673234325655 29.60656498106005,-89.81712762010297 29.60106489554101,-89.82124749314985 29.59459687806839,-89.83113831685212 29.60079385685938
Port of Harstad;NOHRD;16.52129891842963 68.76019278976395,16.475980314914 68.84312133646014,16.65221938446523 68.83816426218448,16.64169079207243 68.76583047333997,16.52129891842963 68.76019278976395
PUERTO CUMAREBO;VECMR;-69.36193210495429 11.492611024808962,-69.36193210495429 11.538921310407442,-69.30597076978462 11.538921310407442,-69.30597076978462 11.492611024808962,-69.36193210495429 11.492611024808962
Port of Beardstown;USBEA;-90.45216883473456 40.01002828751268,-90.45216883473456 40.02732959098982,-90.42535202084653 40.02732959098982,-90.42535202084653 40.01002828751268,-90.45216883473456 40.01002828751268
Port of Hitachi;JPHTC;140.5851760112891 36.468744868341986,140.5851760112891 36.5149102871887,140.65331070168932 36.5149102871887,140.65331070168932 36.468744868341986,140.5851760112891 36.468744868341986
Port of Bamberg;DEBAM;10.848175026280565 49.900319095297746,10.848175026280565 49.91759057794366,10.880046453327468 49.91759057794366,10.880046453327468 49.900319095297746,10.848175026280565 49.900319095297746
Queen Charlotte Harbor;CAQCH;-132.12125330737987 53.23188175321328,-132.12125330737987 53.2779143649019,-132.0297835553266 53.2779143649019,-132.0297835553266 53.24360871409505,-132.04132559568586 53.23188175321328,-132.12125330737987 53.23188175321328
FORT WILLIAM;GBFWM;-5.170289926757019 56.796051876098716,-5.170289926757019 56.81835184917081,-5.070321346044735 56.835726570465276,-5.070321346044735 56.796051876098716,-5.170289926757019 56.796051876098716
Port of Plomin;HRPLM;14.17236618988482 45.123727300967985,14.17236618988482 45.135251164954475,14.191767057683622 45.135251164954475,14.191767057683622 45.123727300967985,14.17236618988482 45.123727300967985
OLEUM;USOL2;-122.29009608018114 38.036989017943064,-122.29009608018114 38.0709137861824,-122.28915408254814 38.07111049802768,-122.24294935034322 38.067992497449474,-122.23660127429439 38.036989017943064,-122.29009608018114 38.036989017943064
Port of Squamish;CASQA;-123.21208961736211 49.6817796672895,-123.21208961736211 49.71181968020999,-123.12748543945814 49.71181968020999,-123.12748543945814 49.6657592305324,-123.2030940478779 49.6657592305324,-123.21208961736211 49.6817796672895
Port of Svalbardseyri;ISSVA;-18.103968380536912 65.7367993843734,-18.103968380536912 65.74828522059074,-18.070689543792106 65.74828522059074,-18.070689543792106 65.7367993843734,-18.103968380536912 65.7367993843734
DROBAK;NODRK;10.62517921211718 59.65879059704315,10.61676780464648 59.6786423355417,10.62964240791796 59.68124212913131,10.63788215401171 59.65957101831776,10.62517921211718 59.65879059704315
Port of Ventspils;LVVNT;21.5239665993502 57.37382111699441,21.52122001731895 57.41279571247901,21.57752494895958 57.42019127251572,21.62909035861964 57.36682395014105,21.5239665993502 57.37382111699441
Port of East Port Said;EGPSE;32.34175749308945 31.19820130924214,32.3591811228502 31.24921298572619,32.36870832927109 31.24613104741783,32.35823698527695 31.1939429752703,32.34175749308945 31.19820130924214
Port of Allyn;USAY3;-122.8369582658602 47.3781737502481,-122.8369582658602 47.389693061430506,-122.81674561200938 47.389693061430506,-122.81674561200938 47.3781737502481,-122.8369582658602 47.3781737502481
Ballantrae Harbor;GBBNR;-5.021721110622792 55.099569295578625,-5.021721110622792 55.11107342297779,-4.997808702023665 55.11107342297779,-4.997808702023665 55.099569295578625,-5.021721110622792 55.099569295578625
Killala Harbour;IEKLA;-9.22644439308195 54.21179077957929,-9.22644439308195 54.223296598151016,-9.203047738664202 54.223296598151016,-9.203047738664202 54.21179077957929,-9.22644439308195 54.21179077957929
Port of Biarritz;FRBIQ;-1.574846983833388 43.47817027884307,-1.574846983833388 43.48969746948364,-1.555980683926324 43.48969746948364,-1.555980683926324 43.47817027884307,-1.574846983833388 43.47817027884307
Ronne Havn;DKRNN;14.6804547732225 55.09354795701873,14.68513254574447 55.10246144477694,14.69453100613265 55.10678242037673,14.70143322574388 55.09327577280428,14.69370846378099 55.08913344868208,14.6804547732225 55.09354795701873
Port of Huangshi;CNHSI;115.09695865687718 30.22446052026137,115.09695865687718 30.241789629842295,115.12074189390374 30.241789629842295,115.12074189390374 30.22446052026137,115.09695865687718 30.22446052026137
Port of Liuzhou;CNLZH;109.37577680983891 24.30594955181766,109.37577680983891 24.35219992109211,109.43592926373465 24.35219992109211,109.43592926373465 24.30594955181766,109.37577680983891 24.30594955181766
HARBOR SPRINGS;USHS3;-85.03350203754773 45.40434892432269,-85.03350203754773 45.45044343056987,-84.9554931532893 45.45044343056987,-84.9554931532893 45.40434892432269,-85.03350203754773 45.40434892432269
Winterport Harbor;USWIE;-68.85254497990185 44.62900463781977,-68.85254497990185 44.64052950227354,-68.8333096682726 44.64052950227354,-68.8333096682726 44.62900463781977,-68.85254497990185 44.62900463781977
Port of Rio Grande;ARRGA;-67.7536353922312 -53.81504758763183,-67.7536353922312 -53.76902433942519,-67.66099379308714 -53.76902433942519,-67.66099379308714 -53.81504758763183,-67.7536353922312 -53.81504758763183
Lyall Harbour;CAYAJ;-123.21225889142092 48.78845277432294,-123.21225889142092 48.799969251615344,-123.19148594381276 48.799969251615344,-123.19148594381276 48.78845277432294,-123.21225889142092 48.78845277432294
Port of Bangor;FRBNK;-3.238330669397084 47.29761812327147,-3.238330669397084 47.30913759676274,-3.218148740180824 47.30913759676274,-3.218148740180824 47.29761812327147,-3.238330669397084 47.29761812327147
Port of San Pietro a Maida;ITSP4;16.20723024921777 38.85122174323238,16.20723024921777 38.862758201449445,16.22481366807263 38.862758201449445,16.22481366807263 38.85122174323238,16.20723024921777 38.85122174323238
Port of Nouadhibou;MRNDB;-17.06772952041873 20.88444935110329,-17.05514102293463 20.92143990881721,-17.01337595937234 20.91898128544645,-17.04484134031744 20.85771640580671,-17.06772952041873 20.88444935110329
St. Bernard Port;USCLQ;-89.99772527336454 29.94146633036698,-89.99824238257698 29.94558305585825,-89.99649715901452 29.94558305585825,-89.99602654120672 29.94051804000202,-89.99772527336454 29.94146633036698
Port of Garrucha;ESGAR;-1.827279735949562 37.17705362379019,-1.827279735949562 37.18859336966235,-1.810091865681408 37.18859336966235,-1.810091865681408 37.17705362379019,-1.827279735949562 37.17705362379019
Port of Murom;RUMRM;42.058126466160445 55.568458570527525,42.058126466160445 55.57996181251474,42.08232296699151 55.57996181251474,42.08232296699151 55.568458570527525,42.058126466160445 55.568458570527525
Blubber Bay Harbor;CATEX;-124.6324153881814 49.78501253982526,-124.6314426395056 49.79690731115471,-124.6103282901403 49.79613165431496,-124.6132343743313 49.78484253796478,-124.6324153881814 49.78501253982526
Port of Wamsasi;IDWSS;126.14262754047898 -3.5296314682149,126.14262754047898 -3.518049806958535,126.15636396099565 -3.518049806958535,126.15636396099565 -3.5296314682149,126.14262754047898 -3.5296314682149
Port of Carloway;GBRLW;-6.804514765686688 58.27318296123002,-6.804514765686688 58.28468121454232,-6.778501808750568 58.28468121454232,-6.778501808750568 58.27318296123002,-6.804514765686688 58.27318296123002
Porto di Castel Volturno;ITAEL;13.92248262886222 41.02344587604731,13.92248262886222 41.03497800822184,13.940631081428531 41.03497800822184,13.940631081428531 41.02344587604731,13.92248262886222 41.02344587604731
Porto di Riccione;ITRCE;12.646175553632999 44.00150407850194,12.646175553632999 44.01303021167217,12.665206930975403 44.01303021167217,12.665206930975403 44.00150407850194,12.646175553632999 44.00150407850194
Porto di Pianosa;ITPIA;10.090021291759953 42.58316948213467,10.090021291759953 42.59469847883966,10.108615388002766 42.59469847883966,10.108615388002766 42.58316948213467,10.090021291759953 42.58316948213467
Pointe-au-Pic Harbor;CAPPC;-70.15172991561265 47.61761840685465,-70.15172991561265 47.62913723582924,-70.13142514096326 47.62913723582924,-70.13142514096326 47.61761840685465,-70.15172991561265 47.61761840685465
Port of Coueron;FRCUN;-1.734422543933575 47.20317359506503,-1.734422543933575 47.214693258898706,-1.714276466940405 47.214693258898706,-1.714276466940405 47.20317359506503,-1.734422543933575 47.20317359506503
Natashquan Harbor;CAYNA;-61.84508007151053 50.18289844134575,-61.84508007151053 50.194412135398935,-61.82370851760394 50.194412135398935,-61.82370851760394 50.18289844134575,-61.84508007151053 50.18289844134575
Port of Mossel Bay;ZAMZY;21.41609226635162 -34.39072587460389,21.41609226635162 -34.37918092323326,21.43268826056127 -34.37918092323326,21.43268826056127 -34.39072587460389,21.41609226635162 -34.39072587460389
Rothesay Harbor;GBRAY;-5.065556545579669 55.83672778885273,-5.065299053514239 55.8456274238489,-5.041352291429278 55.84334648351864,-5.048447624850881 55.83393217605706,-5.065556545579669 55.83672778885273
Port of Castro;CLWCA;-73.76829658356357 -42.4859964095222,-73.76829658356357 -42.47446741442119,-73.74973445525536 -42.47446741442119,-73.74973445525536 -42.4859964095222,-73.76829658356357 -42.4859964095222
Port of Coondapur;INCOO;74.67437396225745 13.632593306658997,74.67437396225745 13.644168978501735,74.68847973918503 13.644168978501735,74.68847973918503 13.632593306658997,74.67437396225745 13.632593306658997
Punta Colorada;ARPCO;-65.02623015966914 -41.70183046266338,-65.02623015966914 -41.69029988348081,-65.00789524408789 -41.69029988348081,-65.00789524408789 -41.70183046266338,-65.02623015966914 -41.70183046266338
Port of Abu Zenima;EGAZA;33.11075670407682 29.038713645187745,33.11075670407682 29.0502684187625,33.12642710655975 29.0502684187625,33.12642710655975 29.038713645187745,33.11075670407682 29.038713645187745
Port of Soendre Stroemfjord;GLKAN;-50.96708452770915 66.96346680576441,-50.96708452770915 66.97495083356117,-50.93213933946926 66.97495083356117,-50.93213933946926 66.96346680576441,-50.96708452770915 66.96346680576441
Port of Canouan;VCCAN;-61.33643075219631 12.698981827242678,-61.33643075219631 12.71055833776731,-61.32237832214089 12.71055833776731,-61.32237832214089 12.698981827242678,-61.33643075219631 12.698981827242678
Port of Satpati;INSTP;72.69246368485464 19.72120739992199,72.69246368485464 19.73277630330537,72.70702352885874 19.73277630330537,72.70702352885874 19.72120739992199,72.69246368485464 19.72120739992199
Port of Guayabal;CUGYB;-77.65826273177407 20.65740885147574,-77.65826273177407 20.71524797962057,-77.58501695806659 20.71524797962057,-77.58501695806659 20.65740885147574,-77.65826273177407 20.65740885147574
Iyo Harbor;JPIYO;132.68007074306152 33.75779808606629,132.68007074306152 33.77511756460444,132.7047841431175 33.77511756460444,132.7047841431175 33.75779808606629,132.68007074306152 33.75779808606629
Port of South Riding Point;BSSRP;-78.24956197413329 26.59595563987541,-78.24956197413329 26.642191676940598,-78.18825942078045 26.642191676940598,-78.18825942078045 26.59595563987541,-78.24956197413329 26.59595563987541
Long Harbour;CALOH;-53.84091076654634 47.40951826483215,-53.84091076654634 47.444076722386015,-53.78022455808281 47.444076722386015,-53.78022455808281 47.40951826483215,-53.84091076654634 47.40951826483215
Ras Sudr Terminal;EGRSU;32.67155577358126 29.555862958108797,32.67155577358126 29.602079176015344,32.73456406444811 29.602079176015344,32.73456406444811 29.555862958108797,32.67155577358126 29.555862958108797
Puerto de San Sebastian de La Gomera;ESSSG;-17.11658166976566 28.08538198817965,-17.11034463799013 28.09350937417223,-17.10073160088076 28.09411511754665,-17.10353540511722 28.08477619552609,-17.11034463799013 28.0818481479788,-17.11658166976566 28.08538198817965
Eyemouth Harbor;GBEYM;-2.138801357360647 55.853062879544424,-2.138801357360647 55.899075694272604,-2.04126899357365 55.899075694272604,-2.04126899357365 55.853062879544424,-2.138801357360647 55.853062879544424
Port of Tahuna;IDNAH;126.68428962771429 4.068979645174265,126.68428962771429 4.080561174659884,126.69803475048668 4.080561174659884,126.69803475048668 4.068979645174265,126.68428962771429 4.068979645174265
San Juan de la Costa;MXSJC;-110.71033559239785 24.375192064708074,-110.71033559239785 24.421442014479336,-110.65015039502151 24.421442014479336,-110.65015039502151 24.375192064708074,-110.71033559239785 24.375192064708074
Port of Mina al Fahal;OMMFH;58.506675282268176 23.637096104619758,58.50684694364513 23.639926746084683,58.509657898692744 23.63969086163381,58.509915390758174 23.63744993815017,58.506675282268176 23.637096104619758
Takula Terminal;AOTAK;11.775666525308566 -5.221853442414882,11.775666525308566 -5.210272306615876,11.789433782476275 -5.210272306615876,11.789433782476275 -5.221853442414882,11.775666525308566 -5.221853442414882
Kasaan Harbor;USKXA;-132.41130589676703 55.53179187377098,-132.41130589676703 55.54329518479411,-132.38713191396715 55.54329518479411,-132.38713191396715 55.53179187377098,-132.41130589676703 55.53179187377098
Viru Harbour;SBVIU;157.7242268336423 -8.504352707372298,157.7242268336423 -8.492773157385672,157.7380886717001 -8.492773157385672,157.7380886717001 -8.504352707372298,157.7242268336423 -8.504352707372298
TUBAN;IDTBN;112.12723429021155 -6.73527618491508,112.12723429021155 -6.688954337782334,112.18245291181277 -6.688954337782334,112.18245291181277 -6.73527618491508,112.12723429021155 -6.73527618491508
HAYLE;GBHAY;-5.470864465205206 50.17101473689365,-5.470864465205206 50.21707119349761,-5.385370867320128 50.21707119349761,-5.385370867320128 50.17101473689365,-5.470864465205206 50.17101473689365
CRESCENT CITY;USCEC;-124.23938187093484 41.72933652624554,-124.23938187093484 41.775460534283454,-124.16598051607419 41.775460534283454,-124.16598051607419 41.72933652624554,-124.23938187093484 41.72933652624554
NORDMALING;SENOG;19.41743738702047 63.5587959337242,19.41743738702047 63.59202907443686,19.54030764103724 63.59202907443686,19.54030764103724 63.54606934099256,19.49623094519349 63.54606934099256,19.41743738702047 63.5587959337242
FORT PIERCE;USFPR;-80.35773260706651 27.43807750100009,-80.35773260706651 27.48430804036688,-80.29597092874178 27.48430804036688,-80.29597092874178 27.43807750100009,-80.35773260706651 27.43807750100009
KENNEBUNKPORT;USKBP;-70.50707774482947 43.34600864993125,-70.50707774482947 43.39211969998986,-70.43175666233314 43.39211969998986,-70.43175666233314 43.34600864993125,-70.50707774482947 43.34600864993125
FASSETT;CAFSS;-74.89998413487767 45.67544237897917,-74.83036520308414 45.67544237897917,-74.83036520308414 45.62934968092745,-74.90001147675166 45.62934968092745,-74.89998413487767 45.67544237897917
GREBBESTAD;SEGRE;11.210208813164071 58.66272379731696,11.210208813164071 58.708716239472125,11.315466331380833 58.708716239472125,11.315466331380833 58.66272379731696,11.210208813164071 58.66272379731696
COPPERMINE;CACOP;-115.1276091606674 67.77941090297203,-115.1276091606674 67.82534576576869,-114.98287475141552 67.82534576576869,-114.98287475141552 67.77941090297203,-115.1276091606674 67.77941090297203
IBO;MZIBO;40.58653927860945 -12.354071148972785,40.58653927860945 -12.307764357562544,40.642668604806346 -12.307764357562544,40.642668604806346 -12.354071148972785,40.58653927860945 -12.354071148972785
CHATHAM;USCA3;-134.98797871721618 57.49605387903139,-134.98797871721618 57.54205466100901,-134.88610304416338 57.54205466100901,-134.88610304416338 57.49605387903139,-134.98797871721618 57.49605387903139
TOFTE;NONZH;10.563019689750346 59.54156604022867,10.560273107719096 59.54413295601091,10.571388181876811 59.54815696423168,10.575336393546733 59.54541634056571,10.563019689750346 59.54156604022867
CAPE PALMAS;LRCPA;-7.746185246424053 4.345918287672965,-7.746185246424053 4.392244166598175,-7.69118413421613 4.392244166598175,-7.69118413421613 4.345918287672965,-7.746185246424053 4.345918287672965
QUI NHON;VNUIH;109.21777112262494 13.756085272940208,109.21777112262494 13.802387789515251,109.27422755930095 13.802387789515251,109.27422755930095 13.756085272940208,109.21777112262494 13.756085272940208
SANTA CRUZ;USSRU;-122.0534516585671 36.94598723039025,-122.0534516585671 36.99214896390069,-121.98489402065712 36.99214896390069,-121.98489402065712 36.94598723039025,-122.0534516585671 36.94598723039025
Giglio Porto;ITGPR;10.905920183472187 42.35225359365726,10.905920183472187 42.36954786019412,10.93371016331087 42.36954786019412,10.93371016331087 42.35225359365726,10.905920183472187 42.35225359365726
Porto di San Vincenzo;ITSV3;10.521852935040213 43.0925323508708,10.521852935040213 43.10982438044564,10.54997537350254 43.10982438044564,10.54997537350254 43.0925323508708,10.521852935040213 43.0925323508708
Port of Skagit;USXHI;-122.51853273959735 48.38253933890701,-122.51853273959735 48.39981536854951,-122.48762028174518 48.39981536854951,-122.48762028174518 48.38253933890701,-122.51853273959735 48.38253933890701
Port of Keokuk;USEOK;-91.40058089214486 40.381417663309776,-91.40058089214486 40.39871785634517,-91.37361733928583 40.39871785634517,-91.37361733928583 40.381417663309776,-91.40058089214486 40.381417663309776
Port of Armissan;FRAAX;3.166558075720808 43.16197688726064,3.166558075720808 43.17926870678117,3.194712353883357 43.17926870678117,3.194712353883357 43.16197688726064,3.166558075720808 43.16197688726064
TANANGER;NOTAE;5.564390680114694 58.91213453789089,5.567137262145943 58.94284861474137,5.617491273037113 58.93765276250232,5.617949029724069 58.91000716782645,5.564390680114694 58.91213453789089
Port of Saint-Cyr-sur-Mer;FRCS7;5.666833594176784 43.17114356606477,5.666833594176784 43.18843535785583,5.69499208367701 43.18843535785583,5.69499208367701 43.17114356606477,5.666833594176784 43.17114356606477
Hakui Harbor;JPUIA;136.7414890339495 36.91474649873612,136.7414890339495 36.932056942888686,136.7671831605148 36.932056942888686,136.7671831605148 36.91474649873612,136.7414890339495 36.91474649873612
Port of Cassis;FRAIS;5.52099162454094 43.20614361240923,5.52099162454094 43.22343529831929,5.549166211964559 43.22343529831929,5.549166211964559 43.20614361240923,5.52099162454094 43.20614361240923
Yaizu Harbor;JPYZU;138.31823102649628 34.851410554636104,138.31823102649628 34.868726943397974,138.3432669838028 34.868726943397974,138.3432669838028 34.851410554636104,138.31823102649628 34.851410554636104
Port of Mategata;JPMAG;132.90557271400934 34.10279851214037,132.90557271400934 34.12011702093687,132.93038599339542 34.12011702093687,132.93038599339542 34.10279851214037,132.90557271400934 34.10279851214037
Port of Cigading;IDCIG;105.9447346542819 -6.021391015005644,105.9447346542819 -6.004019795793512,105.9654136088249 -6.004019795793512,105.9654136088249 -6.021391015005644,105.9447346542819 -6.021391015005644
Port of Holstebro - Struer;DKSTR;8.575610881752707 56.48643844495572,8.575610881752707 56.50369086054007,8.612779973303113 56.50369086054007,8.612779973303113 56.48643844495572,8.575610881752707 56.48643844495572
Port of Mukalla;YEMKX;49.14724783711837 14.52120568380883,49.14904306451161 14.525519273823733,49.15249774972279 14.523919839466743,49.150917099050744 14.519003819145354,49.14724783711837 14.52120568380883
Port of Oktyabrsk;UAOCT;31.958336718269454 46.840592867120655,31.958336718269454 46.857873547029016,31.98835338355584 46.857873547029016,31.98835338355584 46.840592867120655,31.958336718269454 46.840592867120655
Port of Macapa;BRMCP;-51.05909340854047 0.024441346361074,-51.05909340854047 0.041814508537534,-51.03852748064373 0.041814508537534,-51.03852748064373 0.024441346361074,-51.05909340854047 0.024441346361074
Port de Le Grau-du-Roi;FRLGR;4.116193899035558 43.5094773474768,4.116193899035558 43.526768115453464,4.144509223410211 43.526768115453464,4.144509223410211 43.5094773474768,4.116193899035558 43.5094773474768
Takehara Harbor;JPTHR;132.9024823759525 34.323632119265525,132.9024823759525 34.34095000488336,132.92736048836332 34.34095000488336,132.92736048836332 34.323632119265525,132.9024823759525 34.323632119265525
Tosashimizu Harbor;JPTSZ;132.93494092821956 32.773352437504,132.93494092821956 32.790674656335796,132.959378531742 32.790674656335796,132.959378531742 32.773352437504,132.93494092821956 32.773352437504
Hickman Riverport;USHM3;-89.21109547277851 36.5662197658225,-89.21109547277851 36.57776069864264,-89.19404393671053 36.57776069864264,-89.19404393671053 36.5662197658225,-89.21109547277851 36.5662197658225
Port of Saguenay;CASAG;-70.84909172595259 48.39309490828842,-70.84909172595259 48.41037090618896,-70.81817287297312 48.41037090618896,-70.81817287297312 48.39309490828842,-70.84909172595259 48.39309490828842
Port of Wittenberg;DEWTG;12.605499626425503 51.85532160904439,12.605499626425503 51.87258730022402,12.63873360454732 51.87258730022402,12.63873360454732 51.85532160904439,12.605499626425503 51.85532160904439
Orjaku Harbour;EEORJ;22.749867552327583 58.780885563709326,22.749867552327583 58.79813171674294,22.789458029299112 58.79813171674294,22.789458029299112 58.780885563709326,22.749867552327583 58.780885563709326
Port of Lesconil;FRLKL;-4.229453891925434 47.78837189273818,-4.229453891925434 47.80564971134559,-4.198895523009984 47.80564971134559,-4.198895523009984 47.78837189273818,-4.229453891925434 47.78837189273818
